name, date, cases
Rio Grande Detention Center,8-Apr-2020,
Rio Grande Detention Center,9-Apr-2020,
Rio Grande Detention Center,10-Apr-2020,
Rio Grande Detention Center,13-Apr-2020,
Rio Grande Detention Center,14-Apr-2020,
Rio Grande Detention Center,15--Apr-2020,
Rio Grande Detention Center,16-Apr-2020,
Rio Grande Detention Center,17-Apr-2020,
Rio Grande Detention Center,20-Apr-2020,
Rio Grande Detention Center,21-Apr-2020,
Rio Grande Detention Center,22-Apr-2020,
Rio Grande Detention Center,23-Apr-2020,
Rio Grande Detention Center,24-Apr-2020,
Rio Grande Detention Center,27-Apr-2020,
Rio Grande Detention Center,28-Apr-2020,
Rio Grande Detention Center,29-Apr-2020,
Rio Grande Detention Center,30-Apr-2020,
Rio Grande Detention Center,1-May-2020,
Rio Grande Detention Center,2-May-2020,
Rio Grande Detention Center,3-May-2020,
Rio Grande Detention Center,4-May-2020,
Rio Grande Detention Center,5-May-2020,
Rio Grande Detention Center,6-May-2020,
Rio Grande Detention Center,7-May-2020,
Rio Grande Detention Center,8-May-2020,
River Correctional Center,3-Apr-2020,
River Correctional Center,4-Apr-2020,
River Correctional Center,7-Apr-2020,
River Correctional Center,8-Apr-2020,
River Correctional Center,9-Apr-2020,
River Correctional Center,10-Apr-2020,
River Correctional Center,13-Apr-2020,
River Correctional Center,14-Apr-2020,
River Correctional Center,15--Apr-2020,
River Correctional Center,16-Apr-2020,1
River Correctional Center,17-Apr-2020,1
River Correctional Center,20-Apr-2020,2
River Correctional Center,21-Apr-2020,2
River Correctional Center,22-Apr-2020,2
River Correctional Center,23-Apr-2020,2
River Correctional Center,24-Apr-2020,2
River Correctional Center,27-Apr-2020,2
River Correctional Center,28-Apr-2020,2
River Correctional Center,29-Apr-2020,2
River Correctional Center,30-Apr-2020,2
River Correctional Center,1-May-2020,2
River Correctional Center,2-May-2020,2
River Correctional Center,3-May-2020,2
River Correctional Center,4-May-2020,2
River Correctional Center,5-May-2020,2
River Correctional Center,6-May-2020,2
River Correctional Center,7-May-2020,2
River Correctional Center,8-May-2020,2
Robert A. Deyton Detention Facility,3-Apr-2020,
Robert A. Deyton Detention Facility,4-Apr-2020,
Robert A. Deyton Detention Facility,7-Apr-2020,
Robert A. Deyton Detention Facility,8-Apr-2020,
Robert A. Deyton Detention Facility,9-Apr-2020,
Robert A. Deyton Detention Facility,10-Apr-2020,
Robert A. Deyton Detention Facility,13-Apr-2020,
Robert A. Deyton Detention Facility,14-Apr-2020,
Robert A. Deyton Detention Facility,15--Apr-2020,
Robert A. Deyton Detention Facility,16-Apr-2020,
Robert A. Deyton Detention Facility,17-Apr-2020,
Robert A. Deyton Detention Facility,20-Apr-2020,
Robert A. Deyton Detention Facility,21-Apr-2020,
Robert A. Deyton Detention Facility,22-Apr-2020,
Robert A. Deyton Detention Facility,23-Apr-2020,
Robert A. Deyton Detention Facility,24-Apr-2020,
Robert A. Deyton Detention Facility,27-Apr-2020,
Robert A. Deyton Detention Facility,28-Apr-2020,
Robert A. Deyton Detention Facility,29-Apr-2020,
Robert A. Deyton Detention Facility,30-Apr-2020,
Robert A. Deyton Detention Facility,1-May-2020,
Robert A. Deyton Detention Facility,2-May-2020,
Robert A. Deyton Detention Facility,3-May-2020,
Robert A. Deyton Detention Facility,4-May-2020,
Robert A. Deyton Detention Facility,5-May-2020,
Robert A. Deyton Detention Facility,6-May-2020,
Robert A. Deyton Detention Facility,7-May-2020,
Robert A. Deyton Detention Facility,8-May-2020,
Roger D. Wilson Detention Facility,3-Apr-2020,
Roger D. Wilson Detention Facility,4-Apr-2020,
Roger D. Wilson Detention Facility,7-Apr-2020,
Roger D. Wilson Detention Facility,8-Apr-2020,
Roger D. Wilson Detention Facility,9-Apr-2020,
Roger D. Wilson Detention Facility,10-Apr-2020,
Roger D. Wilson Detention Facility,13-Apr-2020,
Roger D. Wilson Detention Facility,14-Apr-2020,
Roger D. Wilson Detention Facility,15--Apr-2020,
Roger D. Wilson Detention Facility,16-Apr-2020,
Roger D. Wilson Detention Facility,17-Apr-2020,
Roger D. Wilson Detention Facility,20-Apr-2020,
Roger D. Wilson Detention Facility,21-Apr-2020,
Roger D. Wilson Detention Facility,22-Apr-2020,
Roger D. Wilson Detention Facility,23-Apr-2020,
Roger D. Wilson Detention Facility,24-Apr-2020,
Roger D. Wilson Detention Facility,27-Apr-2020,
Roger D. Wilson Detention Facility,28-Apr-2020,
Roger D. Wilson Detention Facility,29-Apr-2020,
Roger D. Wilson Detention Facility,30-Apr-2020,
Roger D. Wilson Detention Facility,1-May-2020,
Roger D. Wilson Detention Facility,2-May-2020,
Roger D. Wilson Detention Facility,3-May-2020,
Roger D. Wilson Detention Facility,4-May-2020,
Roger D. Wilson Detention Facility,5-May-2020,
Roger D. Wilson Detention Facility,6-May-2020,
Roger D. Wilson Detention Facility,7-May-2020,
Roger D. Wilson Detention Facility,8-May-2020,
Rolling Plains Correctional Facility,3-Apr-2020,
Rolling Plains Correctional Facility,4-Apr-2020,
Rolling Plains Correctional Facility,7-Apr-2020,
Rolling Plains Correctional Facility,8-Apr-2020,
Rolling Plains Correctional Facility,9-Apr-2020,
Rolling Plains Correctional Facility,10-Apr-2020,
Rolling Plains Correctional Facility,13-Apr-2020,
Rolling Plains Correctional Facility,14-Apr-2020,
Rolling Plains Correctional Facility,15--Apr-2020,
Rolling Plains Correctional Facility,16-Apr-2020,
Rolling Plains Correctional Facility,17-Apr-2020,
Rolling Plains Correctional Facility,20-Apr-2020,
Rolling Plains Correctional Facility,21-Apr-2020,
Rolling Plains Correctional Facility,22-Apr-2020,
Rolling Plains Correctional Facility,23-Apr-2020,
Rolling Plains Correctional Facility,24-Apr-2020,
Rolling Plains Correctional Facility,27-Apr-2020,
Rolling Plains Correctional Facility,28-Apr-2020,
Rolling Plains Correctional Facility,29-Apr-2020,
Rolling Plains Correctional Facility,30-Apr-2020,
Rolling Plains Correctional Facility,1-May-2020,
Rolling Plains Correctional Facility,2-May-2020,
Rolling Plains Correctional Facility,3-May-2020,
Rolling Plains Correctional Facility,4-May-2020,3
Rolling Plains Correctional Facility,5-May-2020,23
Rolling Plains Correctional Facility,6-May-2020,23
Rolling Plains Correctional Facility,7-May-2020,34
Rolling Plains Correctional Facility,8-May-2020,34
Santa Ana City Jail,3-Apr-2020,
Santa Ana City Jail,4-Apr-2020,
Santa Ana City Jail,7-Apr-2020,
Santa Ana City Jail,8-Apr-2020,
Santa Ana City Jail,9-Apr-2020,
Santa Ana City Jail,10-Apr-2020,
Santa Ana City Jail,13-Apr-2020,
Santa Ana City Jail,14-Apr-2020,
Santa Ana City Jail,15--Apr-2020,
Santa Ana City Jail,16-Apr-2020,
Santa Ana City Jail,17-Apr-2020,
Santa Ana City Jail,20-Apr-2020,
Santa Ana City Jail,21-Apr-2020,
Santa Ana City Jail,22-Apr-2020,
Santa Ana City Jail,23-Apr-2020,
Santa Ana City Jail,24-Apr-2020,
Santa Ana City Jail,27-Apr-2020,
Santa Ana City Jail,28-Apr-2020,
Santa Ana City Jail,29-Apr-2020,
Santa Ana City Jail,30-Apr-2020,
Santa Ana City Jail,1-May-2020,
Santa Ana City Jail,2-May-2020,
Santa Ana City Jail,3-May-2020,
Santa Ana City Jail,4-May-2020,
Santa Ana City Jail,5-May-2020,
Santa Ana City Jail,6-May-2020,
Santa Ana City Jail,7-May-2020,
Santa Ana City Jail,8-May-2020,
Seneca County Jail,3-Apr-2020,
Seneca County Jail,4-Apr-2020,
Seneca County Jail,7-Apr-2020,
Seneca County Jail,8-Apr-2020,
Seneca County Jail,9-Apr-2020,
Seneca County Jail,10-Apr-2020,
Seneca County Jail,13-Apr-2020,
Seneca County Jail,14-Apr-2020,
Seneca County Jail,15--Apr-2020,
Seneca County Jail,16-Apr-2020,
Seneca County Jail,17-Apr-2020,
Seneca County Jail,20-Apr-2020,
Seneca County Jail,21-Apr-2020,
Seneca County Jail,22-Apr-2020,
Seneca County Jail,23-Apr-2020,
Seneca County Jail,24-Apr-2020,
Seneca County Jail,27-Apr-2020,
Seneca County Jail,28-Apr-2020,
Seneca County Jail,29-Apr-2020,
Seneca County Jail,30-Apr-2020,
Seneca County Jail,1-May-2020,
Seneca County Jail,2-May-2020,
Seneca County Jail,3-May-2020,
Seneca County Jail,4-May-2020,
Seneca County Jail,5-May-2020,
Seneca County Jail,6-May-2020,
Seneca County Jail,7-May-2020,
Seneca County Jail,8-May-2020,
Sherburne County Jail Services,3-Apr-2020,
Sherburne County Jail Services,4-Apr-2020,
Sherburne County Jail Services,7-Apr-2020,
Sherburne County Jail Services,8-Apr-2020,
Sherburne County Jail Services,9-Apr-2020,
Sherburne County Jail Services,10-Apr-2020,
Sherburne County Jail Services,13-Apr-2020,
Sherburne County Jail Services,14-Apr-2020,
Sherburne County Jail Services,15--Apr-2020,
Sherburne County Jail Services,16-Apr-2020,
Sherburne County Jail Services,17-Apr-2020,
Sherburne County Jail Services,20-Apr-2020,
Sherburne County Jail Services,21-Apr-2020,
Sherburne County Jail Services,22-Apr-2020,
Sherburne County Jail Services,23-Apr-2020,
Sherburne County Jail Services,24-Apr-2020,
Sherburne County Jail Services,27-Apr-2020,
Sherburne County Jail Services,28-Apr-2020,
Sherburne County Jail Services,29-Apr-2020,
Sherburne County Jail Services,30-Apr-2020,
Sherburne County Jail Services,1-May-2020,
Sherburne County Jail Services,2-May-2020,
Sherburne County Jail Services,3-May-2020,
Sherburne County Jail Services,4-May-2020,
Sherburne County Jail Services,5-May-2020,
Sherburne County Jail Services,6-May-2020,
Sherburne County Jail Services,7-May-2020,
Sherburne County Jail Services,8-May-2020,
South Louisiana ICE Processing Center,3-Apr-2020,
South Louisiana ICE Processing Center,4-Apr-2020,
South Louisiana ICE Processing Center,7-Apr-2020,
South Louisiana ICE Processing Center,8-Apr-2020,
South Louisiana ICE Processing Center,9-Apr-2020,
South Louisiana ICE Processing Center,10-Apr-2020,
South Louisiana ICE Processing Center,13-Apr-2020,
South Louisiana ICE Processing Center,14-Apr-2020,
South Louisiana ICE Processing Center,15--Apr-2020,
South Louisiana ICE Processing Center,16-Apr-2020,
South Louisiana ICE Processing Center,17-Apr-2020,
South Louisiana ICE Processing Center,20-Apr-2020,
South Louisiana ICE Processing Center,21-Apr-2020,
South Louisiana ICE Processing Center,22-Apr-2020,
South Louisiana ICE Processing Center,23-Apr-2020,
South Louisiana ICE Processing Center,24-Apr-2020,
South Louisiana ICE Processing Center,27-Apr-2020,
South Louisiana ICE Processing Center,28-Apr-2020,
South Louisiana ICE Processing Center,29-Apr-2020,
South Louisiana ICE Processing Center,30-Apr-2020,
South Louisiana ICE Processing Center,1-May-2020,
South Louisiana ICE Processing Center,2-May-2020,
South Louisiana ICE Processing Center,3-May-2020,
South Louisiana ICE Processing Center,4-May-2020,
South Louisiana ICE Processing Center,5-May-2020,
South Louisiana ICE Processing Center,6-May-2020,
South Louisiana ICE Processing Center,7-May-2020,
South Louisiana ICE Processing Center,8-May-2020,
South Texas Family Residential Center,3-Apr-2020,
South Texas Family Residential Center,4-Apr-2020,
South Texas Family Residential Center,7-Apr-2020,
South Texas Family Residential Center,8-Apr-2020,
South Texas Family Residential Center,9-Apr-2020,
South Texas Family Residential Center,10-Apr-2020,
South Texas Family Residential Center,13-Apr-2020,
South Texas Family Residential Center,14-Apr-2020,
South Texas Family Residential Center,15--Apr-2020,
South Texas Family Residential Center,16-Apr-2020,
South Texas Family Residential Center,17-Apr-2020,
South Texas Family Residential Center,20-Apr-2020,
South Texas Family Residential Center,21-Apr-2020,
South Texas Family Residential Center,22-Apr-2020,
South Texas Family Residential Center,23-Apr-2020,
South Texas Family Residential Center,24-Apr-2020,
South Texas Family Residential Center,27-Apr-2020,
South Texas Family Residential Center,28-Apr-2020,
South Texas Family Residential Center,29-Apr-2020,
South Texas Family Residential Center,30-Apr-2020,
South Texas Family Residential Center,1-May-2020,
South Texas Family Residential Center,2-May-2020,
South Texas Family Residential Center,3-May-2020,
South Texas Family Residential Center,4-May-2020,
South Texas Family Residential Center,5-May-2020,
South Texas Family Residential Center,6-May-2020,
South Texas Family Residential Center,7-May-2020,
South Texas Family Residential Center,8-May-2020,
South Texas ICE Processing Center,3-Apr-2020,
South Texas ICE Processing Center,4-Apr-2020,
South Texas ICE Processing Center,7-Apr-2020,
South Texas ICE Processing Center,8-Apr-2020,
South Texas ICE Processing Center,9-Apr-2020,
South Texas ICE Processing Center,10-Apr-2020,
South Texas ICE Processing Center,13-Apr-2020,
South Texas ICE Processing Center,14-Apr-2020,
South Texas ICE Processing Center,15--Apr-2020,
South Texas ICE Processing Center,16-Apr-2020,
South Texas ICE Processing Center,17-Apr-2020,
South Texas ICE Processing Center,20-Apr-2020,
South Texas ICE Processing Center,21-Apr-2020,
South Texas ICE Processing Center,22-Apr-2020,
South Texas ICE Processing Center,23-Apr-2020,
South Texas ICE Processing Center,24-Apr-2020,2
South Texas ICE Processing Center,27-Apr-2020,2
South Texas ICE Processing Center,28-Apr-2020,5
South Texas ICE Processing Center,29-Apr-2020,5
South Texas ICE Processing Center,30-Apr-2020,5
South Texas ICE Processing Center,1-May-2020,6
South Texas ICE Processing Center,2-May-2020,6
South Texas ICE Processing Center,3-May-2020,6
South Texas ICE Processing Center,4-May-2020,7
South Texas ICE Processing Center,5-May-2020,7
South Texas ICE Processing Center,6-May-2020,19
South Texas ICE Processing Center,7-May-2020,31
South Texas ICE Processing Center,8-May-2020,31
St. Clair County Jail,3-Apr-2020,
St. Clair County Jail,4-Apr-2020,
St. Clair County Jail,7-Apr-2020,1
St. Clair County Jail,8-Apr-2020,1
St. Clair County Jail,9-Apr-2020,1
St. Clair County Jail,10-Apr-2020,2
St. Clair County Jail,13-Apr-2020,2
St. Clair County Jail,14-Apr-2020,2
St. Clair County Jail,15--Apr-2020,3
St. Clair County Jail,16-Apr-2020,3
St. Clair County Jail,17-Apr-2020,3
St. Clair County Jail,20-Apr-2020,3
St. Clair County Jail,21-Apr-2020,4
St. Clair County Jail,22-Apr-2020,5
St. Clair County Jail,23-Apr-2020,5
St. Clair County Jail,24-Apr-2020,5
St. Clair County Jail,27-Apr-2020,5
St. Clair County Jail,28-Apr-2020,5
St. Clair County Jail,29-Apr-2020,6
St. Clair County Jail,30-Apr-2020,6
St. Clair County Jail,1-May-2020,6
St. Clair County Jail,2-May-2020,6
St. Clair County Jail,3-May-2020,6
St. Clair County Jail,4-May-2020,7
St. Clair County Jail,5-May-2020,7
St. Clair County Jail,6-May-2020,7
St. Clair County Jail,7-May-2020,7
St. Clair County Jail,8-May-2020,9
Stewart Detention Center,3-Apr-2020,
Stewart Detention Center,4-Apr-2020,
Stewart Detention Center,7-Apr-2020,
Stewart Detention Center,8-Apr-2020,
Stewart Detention Center,9-Apr-2020,2
Stewart Detention Center,10-Apr-2020,4
Stewart Detention Center,13-Apr-2020,6
Stewart Detention Center,14-Apr-2020,6
Stewart Detention Center,15--Apr-2020,7
Stewart Detention Center,16-Apr-2020,7
Stewart Detention Center,17-Apr-2020,7
Stewart Detention Center,20-Apr-2020,9
Stewart Detention Center,21-Apr-2020,9
Stewart Detention Center,22-Apr-2020,9
Stewart Detention Center,23-Apr-2020,9
Stewart Detention Center,24-Apr-2020,9
Stewart Detention Center,27-Apr-2020,9
Stewart Detention Center,28-Apr-2020,9
Stewart Detention Center,29-Apr-2020,9
Stewart Detention Center,30-Apr-2020,10
Stewart Detention Center,1-May-2020,11
Stewart Detention Center,2-May-2020,11
Stewart Detention Center,3-May-2020,11
Stewart Detention Center,4-May-2020,11
Stewart Detention Center,5-May-2020,11
Stewart Detention Center,6-May-2020,11
Stewart Detention Center,7-May-2020,11
Stewart Detention Center,8-May-2020,11
Story County Jail Iowa,3-Apr-2020,
Story County Jail Iowa,4-Apr-2020,
Story County Jail Iowa,7-Apr-2020,
Story County Jail Iowa,8-Apr-2020,
Story County Jail Iowa,9-Apr-2020,
Story County Jail Iowa,10-Apr-2020,
Story County Jail Iowa,13-Apr-2020,
Story County Jail Iowa,14-Apr-2020,
Story County Jail Iowa,15--Apr-2020,
Story County Jail Iowa,16-Apr-2020,
Story County Jail Iowa,17-Apr-2020,
Story County Jail Iowa,20-Apr-2020,
Story County Jail Iowa,21-Apr-2020,
Story County Jail Iowa,22-Apr-2020,
Story County Jail Iowa,23-Apr-2020,
Story County Jail Iowa,24-Apr-2020,
Story County Jail Iowa,27-Apr-2020,
Story County Jail Iowa,28-Apr-2020,
Story County Jail Iowa,29-Apr-2020,
Story County Jail Iowa,30-Apr-2020,
Story County Jail Iowa,1-May-2020,
Story County Jail Iowa,2-May-2020,
Story County Jail Iowa,3-May-2020,
Story County Jail Iowa,4-May-2020,
Story County Jail Iowa,5-May-2020,
Story County Jail Iowa,6-May-2020,
Story County Jail Iowa,7-May-2020,
Story County Jail Iowa,8-May-2020,
Strafford County House of Corrections,3-Apr-2020,
Strafford County House of Corrections,4-Apr-2020,
Strafford County House of Corrections,7-Apr-2020,
Strafford County House of Corrections,8-Apr-2020,
Strafford County House of Corrections,9-Apr-2020,
Strafford County House of Corrections,10-Apr-2020,
Strafford County House of Corrections,13-Apr-2020,
Strafford County House of Corrections,14-Apr-2020,
Strafford County House of Corrections,15--Apr-2020,
Strafford County House of Corrections,16-Apr-2020,
Strafford County House of Corrections,17-Apr-2020,
Strafford County House of Corrections,20-Apr-2020,
Strafford County House of Corrections,21-Apr-2020,
Strafford County House of Corrections,22-Apr-2020,
Strafford County House of Corrections,23-Apr-2020,
Strafford County House of Corrections,24-Apr-2020,
Strafford County House of Corrections,27-Apr-2020,0
Strafford County House of Corrections,28-Apr-2020,0
Strafford County House of Corrections,29-Apr-2020,
Strafford County House of Corrections,30-Apr-2020,
Strafford County House of Corrections,1-May-2020,
Strafford County House of Corrections,2-May-2020,
Strafford County House of Corrections,3-May-2020,
Strafford County House of Corrections,4-May-2020,
Strafford County House of Corrections,5-May-2020,
Strafford County House of Corrections,6-May-2020,
Strafford County House of Corrections,7-May-2020,
Strafford County House of Corrections,8-May-2020,
Suffolk County House of Corrections,3-Apr-2020,
Suffolk County House of Corrections,4-Apr-2020,
Suffolk County House of Corrections,7-Apr-2020,
Suffolk County House of Corrections,8-Apr-2020,
Suffolk County House of Corrections,9-Apr-2020,
Suffolk County House of Corrections,10-Apr-2020,
Suffolk County House of Corrections,13-Apr-2020,
Suffolk County House of Corrections,14-Apr-2020,
Suffolk County House of Corrections,15--Apr-2020,
Suffolk County House of Corrections,16-Apr-2020,
Suffolk County House of Corrections,17-Apr-2020,
Suffolk County House of Corrections,20-Apr-2020,
Suffolk County House of Corrections,21-Apr-2020,
Suffolk County House of Corrections,22-Apr-2020,
Suffolk County House of Corrections,23-Apr-2020,
Suffolk County House of Corrections,24-Apr-2020,
Suffolk County House of Corrections,27-Apr-2020,
Suffolk County House of Corrections,28-Apr-2020,
Suffolk County House of Corrections,29-Apr-2020,
Suffolk County House of Corrections,30-Apr-2020,
Suffolk County House of Corrections,1-May-2020,
Suffolk County House of Corrections,2-May-2020,
Suffolk County House of Corrections,3-May-2020,
Suffolk County House of Corrections,4-May-2020,
Suffolk County House of Corrections,5-May-2020,
Suffolk County House of Corrections,6-May-2020,
Suffolk County House of Corrections,7-May-2020,
Suffolk County House of Corrections,8-May-2020,
T. Don Hutto Residential Center,3-Apr-2020,
T. Don Hutto Residential Center,4-Apr-2020,
T. Don Hutto Residential Center,7-Apr-2020,
T. Don Hutto Residential Center,8-Apr-2020,
T. Don Hutto Residential Center,9-Apr-2020,
T. Don Hutto Residential Center,10-Apr-2020,
T. Don Hutto Residential Center,13-Apr-2020,
T. Don Hutto Residential Center,14-Apr-2020,
T. Don Hutto Residential Center,15--Apr-2020,
T. Don Hutto Residential Center,16-Apr-2020,
T. Don Hutto Residential Center,17-Apr-2020,
T. Don Hutto Residential Center,20-Apr-2020,
T. Don Hutto Residential Center,21-Apr-2020,
T. Don Hutto Residential Center,22-Apr-2020,
T. Don Hutto Residential Center,23-Apr-2020,
T. Don Hutto Residential Center,24-Apr-2020,
T. Don Hutto Residential Center,27-Apr-2020,
T. Don Hutto Residential Center,28-Apr-2020,
T. Don Hutto Residential Center,29-Apr-2020,
T. Don Hutto Residential Center,30-Apr-2020,
T. Don Hutto Residential Center,1-May-2020,
T. Don Hutto Residential Center,2-May-2020,
T. Don Hutto Residential Center,3-May-2020,
T. Don Hutto Residential Center,4-May-2020,
T. Don Hutto Residential Center,5-May-2020,
T. Don Hutto Residential Center,6-May-2020,
T. Don Hutto Residential Center,7-May-2020,
T. Don Hutto Residential Center,8-May-2020,
Tacoma Northwest Detention Center,3-Apr-2020,
Tacoma Northwest Detention Center,4-Apr-2020,
Tacoma Northwest Detention Center,7-Apr-2020,
Tacoma Northwest Detention Center,8-Apr-2020,
Tacoma Northwest Detention Center,9-Apr-2020,
Tacoma Northwest Detention Center,10-Apr-2020,
Tacoma Northwest Detention Center,13-Apr-2020,
Tacoma Northwest Detention Center,14-Apr-2020,
Tacoma Northwest Detention Center,15--Apr-2020,
Tacoma Northwest Detention Center,16-Apr-2020,
Tacoma Northwest Detention Center,17-Apr-2020,
Tacoma Northwest Detention Center,20-Apr-2020,
Tacoma Northwest Detention Center,21-Apr-2020,
Tacoma Northwest Detention Center,22-Apr-2020,
Tacoma Northwest Detention Center,23-Apr-2020,
Tacoma Northwest Detention Center,24-Apr-2020,
Tacoma Northwest Detention Center,27-Apr-2020,0
Tacoma Northwest Detention Center,28-Apr-2020,
Tacoma Northwest Detention Center,29-Apr-2020,
Tacoma Northwest Detention Center,30-Apr-2020,
Tacoma Northwest Detention Center,1-May-2020,
Tacoma Northwest Detention Center,2-May-2020,
Tacoma Northwest Detention Center,3-May-2020,
Tacoma Northwest Detention Center,4-May-2020,
Tacoma Northwest Detention Center,5-May-2020,
Tacoma Northwest Detention Center,6-May-2020,
Tacoma Northwest Detention Center,7-May-2020,
Tacoma Northwest Detention Center,8-May-2020,
Tallahatchie County Correctional Facility,3-Apr-2020,
Tallahatchie County Correctional Facility,4-Apr-2020,
Tallahatchie County Correctional Facility,7-Apr-2020,
Tallahatchie County Correctional Facility,8-Apr-2020,
Tallahatchie County Correctional Facility,9-Apr-2020,
Tallahatchie County Correctional Facility,10-Apr-2020,
Tallahatchie County Correctional Facility,13-Apr-2020,
Tallahatchie County Correctional Facility,14-Apr-2020,
Tallahatchie County Correctional Facility,15--Apr-2020,
Tallahatchie County Correctional Facility,16-Apr-2020,
Tallahatchie County Correctional Facility,17-Apr-2020,
Tallahatchie County Correctional Facility,20-Apr-2020,
Tallahatchie County Correctional Facility,21-Apr-2020,
Tallahatchie County Correctional Facility,22-Apr-2020,
Tallahatchie County Correctional Facility,23-Apr-2020,
Tallahatchie County Correctional Facility,24-Apr-2020,
Tallahatchie County Correctional Facility,27-Apr-2020,
Tallahatchie County Correctional Facility,28-Apr-2020,
Tallahatchie County Correctional Facility,29-Apr-2020,
Tallahatchie County Correctional Facility,30-Apr-2020,
Tallahatchie County Correctional Facility,1-May-2020,
Tallahatchie County Correctional Facility,2-May-2020,
Tallahatchie County Correctional Facility,3-May-2020,
Tallahatchie County Correctional Facility,4-May-2020,
Tallahatchie County Correctional Facility,5-May-2020,
Tallahatchie County Correctional Facility,6-May-2020,
Tallahatchie County Correctional Facility,7-May-2020,
Tallahatchie County Correctional Facility,8-May-2020,
Teller County Detention Center,3-Apr-2020,
Teller County Detention Center,4-Apr-2020,
Teller County Detention Center,7-Apr-2020,
Teller County Detention Center,8-Apr-2020,
Teller County Detention Center,9-Apr-2020,
Teller County Detention Center,10-Apr-2020,
Teller County Detention Center,13-Apr-2020,
Teller County Detention Center,14-Apr-2020,
Teller County Detention Center,15--Apr-2020,
Teller County Detention Center,16-Apr-2020,
Teller County Detention Center,17-Apr-2020,
Teller County Detention Center,20-Apr-2020,
Teller County Detention Center,21-Apr-2020,
Teller County Detention Center,22-Apr-2020,
Teller County Detention Center,23-Apr-2020,
Teller County Detention Center,24-Apr-2020,
Teller County Detention Center,27-Apr-2020,
Teller County Detention Center,28-Apr-2020,
Teller County Detention Center,29-Apr-2020,
Teller County Detention Center,30-Apr-2020,
Teller County Detention Center,1-May-2020,
Teller County Detention Center,2-May-2020,
Teller County Detention Center,3-May-2020,
Teller County Detention Center,4-May-2020,
Teller County Detention Center,5-May-2020,
Teller County Detention Center,6-May-2020,
Teller County Detention Center,7-May-2020,
Teller County Detention Center,8-May-2020,
Torrance County Detention Facility,3-Apr-2020,
Torrance County Detention Facility,4-Apr-2020,
Torrance County Detention Facility,7-Apr-2020,
Torrance County Detention Facility,8-Apr-2020,
Torrance County Detention Facility,9-Apr-2020,
Torrance County Detention Facility,10-Apr-2020,
Torrance County Detention Facility,13-Apr-2020,
Torrance County Detention Facility,14-Apr-2020,
Torrance County Detention Facility,15--Apr-2020,
Torrance County Detention Facility,16-Apr-2020,
Torrance County Detention Facility,17-Apr-2020,
Torrance County Detention Facility,20-Apr-2020,
Torrance County Detention Facility,21-Apr-2020,
Torrance County Detention Facility,22-Apr-2020,
Torrance County Detention Facility,23-Apr-2020,
Torrance County Detention Facility,24-Apr-2020,
Torrance County Detention Facility,27-Apr-2020,
Torrance County Detention Facility,28-Apr-2020,
Torrance County Detention Facility,29-Apr-2020,
Torrance County Detention Facility,30-Apr-2020,
Torrance County Detention Facility,1-May-2020,
Torrance County Detention Facility,2-May-2020,
Torrance County Detention Facility,3-May-2020,
Torrance County Detention Facility,4-May-2020,
Torrance County Detention Facility,5-May-2020,
Torrance County Detention Facility,6-May-2020,
Torrance County Detention Facility,7-May-2020,
Torrance County Detention Facility,8-May-2020,
TOTAL,3-Apr-2020,
TOTAL,4-Apr-2020,
TOTAL,7-Apr-2020,
TOTAL,8-Apr-2020,
TOTAL,9-Apr-2020,
TOTAL,10-Apr-2020,
TOTAL,13-Apr-2020,
TOTAL,14-Apr-2020,
TOTAL,15--Apr-2020,
TOTAL,16-Apr-2020,
TOTAL,17-Apr-2020,
TOTAL,20-Apr-2020,
TOTAL,21-Apr-2020,
TOTAL,22-Apr-2020,
TOTAL,23-Apr-2020,
TOTAL,24-Apr-2020,
TOTAL,27-Apr-2020,#REF!
TOTAL,28-Apr-2020,#REF!
TOTAL,29-Apr-2020,449
TOTAL,30-Apr-2020,
TOTAL,1-May-2020,
TOTAL,2-May-2020,
TOTAL,3-May-2020,
TOTAL,4-May-2020,
TOTAL,5-May-2020,
TOTAL,6-May-2020,
TOTAL,7-May-2020,
TOTAL,8-May-2020,
Utah County Jail,3-Apr-2020,
Utah County Jail,4-Apr-2020,
Utah County Jail,7-Apr-2020,
Utah County Jail,8-Apr-2020,
Utah County Jail,9-Apr-2020,
Utah County Jail,10-Apr-2020,
Utah County Jail,13-Apr-2020,
Utah County Jail,14-Apr-2020,
Utah County Jail,15--Apr-2020,
Utah County Jail,16-Apr-2020,
Utah County Jail,17-Apr-2020,
Utah County Jail,20-Apr-2020,
Utah County Jail,21-Apr-2020,
Utah County Jail,22-Apr-2020,
Utah County Jail,23-Apr-2020,
Utah County Jail,24-Apr-2020,
Utah County Jail,27-Apr-2020,
Utah County Jail,28-Apr-2020,
Utah County Jail,29-Apr-2020,
Utah County Jail,30-Apr-2020,
Utah County Jail,1-May-2020,
Utah County Jail,2-May-2020,
Utah County Jail,3-May-2020,
Utah County Jail,4-May-2020,
Utah County Jail,5-May-2020,
Utah County Jail,6-May-2020,
Utah County Jail,7-May-2020,
Utah County Jail,8-May-2020,
Val Verde County Detention Center,3-Apr-2020,
Val Verde County Detention Center,4-Apr-2020,
Val Verde County Detention Center,7-Apr-2020,
Val Verde County Detention Center,8-Apr-2020,
Val Verde County Detention Center,9-Apr-2020,
Val Verde County Detention Center,10-Apr-2020,
Val Verde County Detention Center,13-Apr-2020,
